,lambda=0.0000
2012-06-20,1.1339911222374823
2012-06-21,1.1240468602566347
2012-06-25,1.0981610270166604
2012-06-26,1.0986255672507357
2012-06-27,1.094763067953239
2012-06-28,1.0838713119859147
2012-06-29,1.0960999336316681
2012-07-02,1.1055682551889383
2012-07-03,1.1075388580663172
2012-07-04,1.1001405557358361
2012-07-05,1.07611598485617
2012-07-06,1.0984080937113903
2012-07-09,1.0675315131314629
2012-07-10,1.0658209094764117
2012-07-11,1.0753980494171465
2012-07-12,1.089648547848387
2012-07-13,1.0828689935160394
2012-07-16,1.0447394444414326
2012-07-17,1.0561661502602075
2012-07-18,1.065998984344366
2012-07-19,1.0790157495594548
2012-07-20,1.073883691401688
2012-07-23,1.061868105619092
2012-07-24,1.0653018578414786
2012-07-25,1.0527168923256724
2012-07-26,1.0436670448317673
2012-07-27,1.0426553073879803
2012-07-30,1.0303126208079896
2012-07-31,1.0172079110778676
2012-08-01,1.032093744599706
2012-08-02,1.0255589463576402
2012-08-03,1.0447495540789884
2012-08-06,1.0659401549928584
2012-08-07,1.0725215060784923
2012-08-08,1.070529117732558
2012-08-09,1.0827889894841718
2012-08-10,1.0830432624140345
2012-08-13,1.0563357409435674
2012-08-14,1.0654969177174731
2012-08-15,1.054865727650206
2012-08-16,1.046764900569761
2012-08-17,1.0519440991263733
2012-08-20,1.0525580443563407
2012-08-21,1.0663297193641483
2012-08-22,1.0535908667266853
2012-08-23,1.0651654811112243
2012-08-24,1.0432022833103134
2012-08-27,1.020030516761534
2012-08-28,1.0275211531787014
2012-08-29,1.0207850135875254
2012-08-30,1.0070260352344569
2012-08-31,1.0116235092036583
2012-09-03,1.0232987769101114
2012-09-04,1.0114432660381456
2012-09-05,1.0165369354800178
2012-09-06,1.028960050413314
2012-09-07,1.0697175180717875
2012-09-10,1.0807478431625468
2012-09-11,1.0762879588860552
2012-09-12,1.086195950727975
2012-09-13,1.0715934886955034
2012-09-14,1.075703837821658
2012-09-17,1.0406487717876383
2012-09-18,1.0362948589592011
2012-09-19,1.0466141493322167
2012-09-20,1.0183464199150862
2012-09-21,1.0133581931708688
2012-09-24,1.019601779227481
2012-09-25,1.0121847660567673
2012-09-26,0.988342425381763
2012-09-27,1.0102991493351432
2012-09-28,1.0285551368654886
2012-10-08,1.02056070580766
2012-10-09,1.0483977309874997
2012-10-10,1.0604389967590524
2012-10-11,1.0442715626311694
2012-10-12,1.043187402940932
2012-10-15,1.0359724859760968
2012-10-16,1.040373452529872
2012-10-17,1.0437802981756354
2012-10-18,1.066479945179027
2012-10-19,1.0636310564738423
2012-10-22,1.0685497496842982
2012-10-23,1.0628223449040073
2012-10-24,1.0616329755510805
2012-10-25,1.0500229370110012
2012-10-26,1.0332494482727332
2012-10-29,1.0361068587077265
2012-10-30,1.0390121564673838
2012-10-31,1.042980029915118
2012-11-01,1.0633019458369224
2012-11-02,1.0742593943064416
2012-11-05,1.0721446538859276
2012-11-06,1.066612548818663
2012-11-07,1.0661678163527177
2012-11-08,1.043741826205237
2012-11-09,1.0412721665827027
2012-11-12,1.0515678267177955
2012-11-13,1.0282795088480683
2012-11-14,1.0313118716186955
2012-11-15,1.013279222417268
2012-11-16,1.0094855156034457
2012-11-19,1.011506626915095
2012-11-20,1.0084389235887434
2012-11-21,1.0226363339673203
2012-11-22,1.0110160187445245
2012-11-23,1.0185450266681857
2012-11-26,1.0104736638443295
2012-11-27,0.9745461200415595
2012-11-28,0.9584759738430106
2012-11-29,0.9501900447147428
2012-11-30,0.9674502837470066
2012-12-03,0.9498550522144321
2012-12-04,0.9634322361976339
2012-12-05,0.9986161049841165
2012-12-06,0.9985907561828662
2012-12-07,1.0212316216428063
2012-12-10,1.0358646755601322
2012-12-11,1.0258684482939986
2012-12-12,1.024995013489418
2012-12-13,1.0127542511493905
2012-12-14,1.055518316402221
2012-12-17,1.066954167025684
2012-12-18,1.063571421242614
2012-12-19,1.067776219866178
2012-12-20,1.0706760836997458
2012-12-21,1.0664220089473084
2012-12-24,1.0682269097797044
2012-12-25,1.0980058449979737
2012-12-26,1.1103490174040334
2012-12-27,1.1067898822208333
2012-12-28,1.1183024559679269
2012-12-31,1.129921633322621
2013-01-04,1.123844964438549
2013-01-07,1.131096135843151
2013-01-08,1.1439597524395646
2013-01-09,1.1483447969002079
2013-01-10,1.1528427264868442
2013-01-11,1.12401204346208
2013-01-14,1.1597115769818962
2013-01-15,1.1792579313551046
2013-01-16,1.1757405604128621
2013-01-17,1.1615018026397013
2013-01-18,1.181953177188966
2013-01-21,1.1968505806856595
2013-01-22,1.1773130990425922
2013-01-23,1.1811280477734625
2013-01-24,1.1554138862118966
2013-01-25,1.159442584850549
2013-01-28,1.1905463897304345
2013-01-29,1.201406163203701
2013-01-30,1.2111197850774584
2013-01-31,1.2058709354160737
2013-02-01,1.2161209687838876
2013-02-04,1.2160390246090722
2013-02-05,1.2318986488953254
2013-02-06,1.2375306821278222
2013-02-07,1.2410619956530726
2013-02-08,1.2567882852311194
2013-02-18,1.2607645524477902
2013-02-19,1.2386137396151928
2013-02-20,1.2590158629835018
2013-02-21,1.2310019828893313
2013-02-22,1.225318606126496
2013-02-25,1.2366559567828346
2013-02-26,1.2180399815891776
2013-02-27,1.2185999606471734
2013-02-28,1.2423743129614677
2013-03-01,1.246590456930654
2013-03-04,1.1923788167373162
2013-03-05,1.2186511622737082
2013-03-06,1.239247785966393
2013-03-07,1.23041983036238
2013-03-08,1.221524602047712
2013-03-11,1.2219476022412397
2013-03-12,1.1924139035562709
2013-03-13,1.1861631930084908
2013-03-14,1.18686106973182
2013-03-15,1.1862331181609094
2013-03-18,1.17215532895969
2013-03-19,1.1778230105183174
2013-03-20,1.2068559858246342
2013-03-21,1.2175264199670834
2013-03-22,1.2197403932362134
2013-03-25,1.2186534753478684
2013-03-26,1.2098021847502738
2013-03-27,1.215959969460237
2013-03-28,1.180870287230631
2013-03-29,1.1821709843611337
2013-04-01,1.1867577606629087
2013-04-02,1.180798146935815
2013-04-03,1.1720990496893466
2013-04-08,1.1606128705651528
2013-04-09,1.1699548410499907
2013-04-10,1.166337190164101
2013-04-11,1.1601123524315453
2013-04-12,1.1513513021280748
2013-04-15,1.139707871251787
2013-04-16,1.1514158143532511
2013-04-17,1.1544244910305286
2013-04-18,1.1559622493425938
2013-04-19,1.175637485446721
2013-04-22,1.1789390086851466
2013-04-23,1.1461453660860896
2013-04-24,1.163725753576693
2013-04-25,1.1518603495336042
2013-04-26,1.1366460379007726
2013-05-02,1.1391064741441506
2013-05-03,1.1607070786288147
2013-05-06,1.1801242215261951
2013-05-07,1.1828984396084938
2013-05-08,1.1928311691461002
2013-05-09,1.189523817809695
2013-05-10,1.1987792110484448
2013-05-13,1.200066929633998
2013-05-14,1.1865977704256785
2013-05-15,1.1979393644805572
2013-05-16,1.210510859254052
2013-05-17,1.229186629526926
2013-05-20,1.2383065016326624
2013-05-21,1.2545624637921966
2013-05-22,1.245414628295887
2013-05-23,1.2410427583945465
2013-05-24,1.2589674359377478
2013-05-27,1.2641159799561963
2013-05-28,1.2693553599478569
2013-05-29,1.2749826764884575
2013-05-30,1.2761918273981843
2013-05-31,1.2685538239914353
2013-06-03,1.267281554487089
2013-06-04,1.2472941414977583
2013-06-05,1.2487903319283602
2013-06-06,1.230070809458153
2013-06-07,1.211370244922788
2013-06-13,1.1815486132196344
2013-06-14,1.1918163007485587
2013-06-17,1.1895995796325163
2013-06-18,1.1923266276227666
2013-06-19,1.1858711483072029
2013-06-20,1.1547254080660772
2013-06-21,1.1481611269838088
2013-06-24,1.0822282973435897
2013-06-25,1.0733346698659307
2013-06-26,1.0816540278264128
2013-06-27,1.0717989160358508
2013-06-28,1.079109377342297
2013-07-01,1.0906939691489177
2013-07-02,1.0971486748822907
2013-07-03,1.08643768857152
2013-07-04,1.099306244913402
2013-07-05,1.1067639957472468
2013-07-08,1.0705654720213356
2013-07-09,1.0795226928324375
2013-07-10,1.1139559730143598
2013-07-11,1.1448518346256413
2013-07-12,1.1267207912323567
2013-07-15,1.140950787636055
2013-07-16,1.1553164642920946
2013-07-17,1.1436488233416597
2013-07-18,1.1373309642330969
2013-07-19,1.1120159393622107
2013-07-22,1.1217851357784725
2013-07-23,1.1521531539127259
2013-07-24,1.1542834711638261
2013-07-25,1.1378733706881567
2013-07-26,1.1375762768011746
2013-07-29,1.1146870710590095
2013-07-30,1.1172592941599866
2013-07-31,1.1208002834238449
2013-08-01,1.1433849516490697
2013-08-02,1.146495452318218
2013-08-05,1.1609999188757272
2013-08-06,1.1752800514892743
2013-08-07,1.1657969367385306
2013-08-08,1.167282802104744
2013-08-09,1.1737550091543563
2013-08-12,1.201541699697869
2013-08-13,1.2062735319662037
2013-08-14,1.205914354624997
2013-08-15,1.189087215739973
2013-08-16,1.1718740975420479
2013-08-19,1.1900221503019452
2013-08-20,1.1823950846392577
2013-08-21,1.1903212093320692
2013-08-22,1.1954137004278709
2013-08-23,1.1916980394044405
2013-08-26,1.2245845448623822
2013-08-27,1.2383855345399477
2013-08-28,1.2395356113791445
2013-08-29,1.242739462250626
2013-08-30,1.2452402513890777
2013-09-02,1.2446708804737454
2013-09-03,1.2598183429628662
2013-09-04,1.264589021921853
2013-09-05,1.2605511239086753
2013-09-06,1.2682223335308582
2013-09-09,1.2797589974994705
2013-09-10,1.2978591416289738
2013-09-11,1.2942890036228192
2013-09-12,1.2962822929408508
2013-09-13,1.288234449298523
2013-09-16,1.2891235808411734
2013-09-17,1.2641814302178036
2013-09-18,1.2745672759422537
2013-09-23,1.296680436654476
2013-09-24,1.2932019703717508
2013-09-25,1.2867866700377857
2013-09-26,1.257874948174094
2013-09-27,1.2582888902863865
2013-09-30,1.2700348629691682
2013-10-08,1.2855429359560129
2013-10-09,1.2962052602631229
2013-10-10,1.2920615105793278
2013-10-11,1.3179897499627091
2013-10-14,1.3343496158191341
2013-10-15,1.3338538364905712
2013-10-16,1.3066139381912867
2013-10-17,1.312806834287311
2013-10-18,1.3121766050660109
2013-10-21,1.3391999605395362
2013-10-22,1.3333184429253486
2013-10-23,1.30768552137996
2013-10-24,1.3031811593583797
2013-10-25,1.2863947421990378
2013-10-28,1.284817656549147
2013-10-29,1.2583128010436866
2013-10-30,1.276066220478755
2013-10-31,1.267897111080793
2013-11-01,1.263574554376353
2013-11-04,1.266868505232304
2013-11-05,1.2750610848152921
2013-11-06,1.2614461104210684
2013-11-07,1.2453185261820958
2013-11-08,1.2283109173341575
2013-11-11,1.2345498984905476
2013-11-12,1.2465008634449692
2013-11-13,1.2207575963663406
2013-11-14,1.2293431272672704
2013-11-15,1.2496524904152304
2013-11-18,1.2756335649260102
2013-11-19,1.2773074452648074
2013-11-20,1.286771870010728
2013-11-21,1.291563119987969
2013-11-22,1.289536488601745
2013-11-25,1.289185742220938
2013-11-26,1.2935682324946196
2013-11-27,1.3034562423897746
2013-11-28,1.3144123202595999
2013-11-29,1.321330959675016
2013-12-02,1.2746639936669806
2013-12-03,1.304396160896743
2013-12-04,1.3252192543271806
2013-12-05,1.3334913956838577
2013-12-06,1.3314831735239288
2013-12-09,1.3404605823615061
2013-12-10,1.3479913586178245
2013-12-11,1.3304688269558886
2013-12-12,1.3335809692670075
2013-12-13,1.3412785971510746
2013-12-16,1.3235938967645187
2013-12-17,1.3101332124176135
2013-12-18,1.3120375374329971
2013-12-19,1.3020642944617489
2013-12-20,1.285383656617843
2013-12-23,1.2863500740813802
2013-12-24,1.2996474888831338
2013-12-25,1.3142408302652095
2013-12-26,1.293731202384549
2013-12-27,1.3135013071933155
2013-12-30,1.3203717517393112
2013-12-31,1.331049751339378
2014-01-02,1.3359372562841936
2014-01-03,1.3228157338246052
2014-01-06,1.2929911264686427
2014-01-07,1.2944805162329809
2014-01-08,1.2928917933823112
2014-01-09,1.277608768188993
2014-01-10,1.2553996163670003
2014-01-13,1.2527658932584065
2014-01-14,1.277727258967829
2014-01-15,1.2819113025462794
2014-01-16,1.2866151152747276
2014-01-17,1.2693660736918733
2014-01-20,1.2583822342788051
2014-01-21,1.2791241046534993
2014-01-22,1.3118620117965922
2014-01-23,1.320211483833299
2014-01-24,1.335163417469639
2014-01-27,1.3313469541231684
2014-01-28,1.3284668109999034
2014-01-29,1.3346019522456691
2014-01-30,1.3285441489340355
2014-02-07,1.3407798914283446
2014-02-10,1.373829476309303
2014-02-11,1.3743796292786277
2014-02-12,1.390478481159432
2014-02-13,1.379494902170647
2014-02-14,1.4032604741158796
2014-02-17,1.4251859793987345
2014-02-18,1.428210440360747
2014-02-19,1.4312460758374674
2014-02-20,1.4112202766321889
2014-02-21,1.3929863720496978
2014-02-24,1.3729983977846318
2014-02-25,1.333063671796819
2014-02-26,1.3425485062186044
2014-02-27,1.3321915284999422
2014-02-28,1.3468403361650323
2014-03-03,1.3763632135098987
2014-03-04,1.3721559455577026
2014-03-05,1.3650881372033425
2014-03-06,1.3719362965793296
2014-03-07,1.3628715606925528
2014-03-10,1.3188412281412885
2014-03-11,1.325250181950049
2014-03-12,1.328306657207494
2014-03-13,1.3407781801908543
2014-03-14,1.3352899435751744
2014-03-17,1.3558555933537835
2014-03-18,1.3582340553084615
2014-03-19,1.3630616956527282
2014-03-20,1.337215516135672
2014-03-21,1.3740078065107153
2014-03-24,1.392872170639934
2014-03-25,1.3994390204318992
2014-03-26,1.3957161337252715
2014-03-27,1.3875546065842435
2014-03-28,1.3712629493989823
2014-03-31,1.3605757460858992
2014-04-01,1.3746557275376086
