rebalance_date,fallback_level,solver_status,solve_time_s,cov_available,exante_te,single_dev_max,ind_dev_max
2012-01-31,0,optimal,2.8627709000138566,True,0.0455275058873342,0.01499999995338994,0.030000000004435107
2012-02-29,0,optimal,2.632796599995345,True,0.044694686614045714,0.014999999724219143,0.02999999965261108
2012-03-30,0,optimal,2.5541703999915626,True,0.04101310056528151,0.014999999864931198,0.029999999781878766
2012-04-27,0,optimal,2.9867237000144087,True,0.03853954758655501,0.015099769796319079,0.0300000000026834
2012-05-31,0,optimal,2.825151700002607,True,0.03912223971267626,0.015308119158531506,0.029999999595250307
2012-06-29,0,optimal,2.6709751000162214,True,0.03893535480264857,0.01529454526710241,0.03000000000345127
2012-07-31,0,optimal,3.0608360999904107,True,0.043053247591036646,0.014999999734400542,0.03000000036902263
2012-08-31,0,optimal,3.05507599998964,True,0.04333220801317301,0.014999999923609411,0.030000000044938035
2012-09-28,0,optimal,3.188057299994398,True,0.04070167443017987,0.014999999993458208,0.030000000002870293
2012-10-31,0,optimal,2.655973200016888,True,0.04082070014974915,0.014999999911465767,0.0300000000255043
2012-11-30,0,optimal,2.9722757000126876,True,0.03838315793958935,0.014999999868691265,0.03000000024970026
2012-12-31,0,optimal,3.1740346000005957,True,0.03774175156117326,0.015100500359471613,0.03000000000587006
2013-01-31,0,optimal,3.030722900002729,True,0.0353456333055949,0.015202140852717882,0.03000000004191174
2013-02-28,0,optimal,3.1409773000050336,True,0.033592092984540085,0.014999999614771565,0.030000000043177308
2013-03-29,0,optimal,3.2191391000233125,True,0.04207466881589576,0.014999999994217823,0.030000000011760012
2013-04-26,0,optimal,2.7793080000265036,True,0.038823929651509645,0.01519856083167894,0.030000000039692706
2013-05-31,0,optimal,2.9929655000159983,True,0.044780502816820465,0.015197990568868981,0.0300000000385228
2013-06-28,0,optimal,3.4513536000158638,True,0.0479481795919862,0.014999999975228476,0.030000000067097205
2013-07-31,0,optimal,2.7838842000055593,True,0.05999999995520482,0.014999999985281233,0.03000000001813902
2013-08-30,0,optimal,2.502392800000962,True,0.05292959769891428,0.014999999962736658,0.02999999997363381
2013-09-30,0,optimal,2.4744424000091385,True,0.05300759946837199,0.014999999973769754,0.02999999998891018
2013-10-31,0,optimal,2.2827531000075396,True,0.05692866684914919,0.014999999929789103,0.03000000017772434
2013-11-29,0,optimal,2.8601940000080504,True,0.057723691394825166,0.015199170153497721,0.03000000000971452
2013-12-31,0,optimal,2.2931730000127573,True,0.059999999909126064,0.014999999976279103,0.02999999996657349
2014-01-30,0,optimal,2.8281505000195466,True,0.05999999977947298,0.01499999993651321,0.030000000102564876
2014-02-28,0,optimal,2.7263326999964193,True,0.05999999993165718,0.014999999987800883,0.030000000016581173
2014-03-31,0,optimal,3.212937799980864,True,0.059999999925719846,0.014999999981055716,0.030000000027245732
2014-04-30,0,optimal,2.7231709999905434,True,0.053325251545180856,0.014999999975903164,0.03000000005026313
2014-05-30,0,optimal,2.7526852000155486,True,0.05928730988652327,0.015000249611646645,0.03000000015701556
2014-06-30,0,optimal,2.4812385000113863,True,0.056405983256027616,0.014999999982099423,0.029999999993116196
2014-07-31,0,optimal,2.548665499984054,True,0.055463804483825166,0.014999999992089733,0.02999999998966567
2014-08-29,0,optimal,2.606478400004562,True,0.05233721080928317,0.014999999918539073,0.03000000006305282
2014-09-30,0,optimal,2.7592168000119273,True,0.045493571902936195,0.015097994489771054,0.030000000177716972
2014-10-31,0,optimal,1.3824983000231441,True,0.04343371085836915,0.015199538958374777,0.029999999803571157
2014-11-28,0,optimal,1.0966359000012744,True,0.04179015945034592,0.015200568359022304,0.02999999998736539
2014-12-31,0,optimal,1.0509628999861889,True,0.04596235419234156,0.015298979851330103,0.030000000004664427
2015-01-30,0,optimal,0.9614335999940522,True,0.04484962623740914,0.015098380054627368,0.02999999983147339
2015-02-27,0,optimal,0.6124102000030689,True,0.046382294762693364,0.015198940477356362,0.030000000016790093
2015-03-31,0,optimal,0.9180684000020847,True,0.04836769262132798,0.015498850353904699,0.030000000016421825
2015-04-30,0,optimal,1.1188332000165246,True,0.05818414544749866,0.01559886030269877,0.0299999999560437
2015-05-29,0,optimal,0.9455646999995224,True,0.05796868025009747,0.01559957965295985,0.02999999983377568
2015-06-30,0,optimal,1.0474555999971926,True,0.05756748234499089,0.014999999986590856,0.030000000000288338
2015-07-31,0,optimal,0.9967632000043523,True,0.05999999993800765,0.015230385995647081,0.029999999851138697
2015-08-31,0,optimal,1.1435261000005994,True,0.05999999999951082,0.014999999870198262,0.02999999968180981
2015-09-30,0,optimal,1.199171300017042,True,0.05999999995474456,0.015030155938825144,0.029999999880283852
2015-10-30,0,optimal,1.1132292999827769,True,0.05999999969974243,0.015190038828069085,0.030000000132123783
2015-11-30,0,optimal,1.267252700024983,True,0.05999999961104756,0.01534020289354997,0.029999999920912825
2015-12-31,0,optimal,1.6344136999978218,True,0.05999999984816848,0.015560376775982439,0.03000000000330897
2016-01-29,0,optimal,2.54333030001726,True,0.0599999993610066,0.014999999707337721,0.029999999134091373
2016-02-29,0,optimal,2.6281711000192445,True,0.05999999987078321,0.014999999937402708,0.02999999986554493
2016-03-31,0,optimal,2.4081167000113055,True,0.05999999958413945,0.01540986841628842,0.029999999524797653
2016-04-29,0,optimal,2.4695193999796174,True,0.047247324280044994,0.015319738914887119,0.029999999996593057
2016-05-31,0,optimal,2.0074953000003006,True,0.055379854699418495,0.015299402082144625,0.02999999999684656
2016-06-30,0,optimal,2.3619108999846503,True,0.059999998692455085,0.015629522580613113,0.030000000388388442
2016-07-29,0,optimal,2.395566899998812,True,0.048336523519167104,0.014999999995151473,0.030000000003739483
2016-08-31,0,optimal,2.0892137000046205,True,0.04579124535657082,0.014999999898338522,0.029999999824062925
2016-09-30,0,optimal,2.229433800006518,True,0.04265100027182307,0.015050068673848584,0.029999999986741528
2016-10-31,0,optimal,2.22429420001572,True,0.04380333212230319,0.015030229704780322,0.029999999847534774
2016-11-30,0,optimal,1.934044099994935,True,0.03984974827354651,0.015060165061113248,0.030000000028312466
2016-12-30,0,optimal,2.0953135000017937,True,0.04098014671081316,0.015030423884726836,0.030000000039118926
2017-01-26,0,optimal,2.0157145999837667,True,0.037003956774561475,0.015079675741840756,0.03000000029788716
2017-02-28,0,optimal,2.0537781000020914,True,0.038436903267609714,0.015139633723498032,0.030000000019215486
2017-03-31,0,optimal,1.9666666999983136,True,0.03388714611529148,0.015020132839171972,0.02999999984844912
2017-04-28,0,optimal,2.0266405000002123,True,0.03433094302054279,0.014999999989913694,0.029999999989138
2017-05-31,0,optimal,2.3848325999861117,True,0.038978811691957674,0.015109985793386255,0.02999999996513704
2017-06-30,0,optimal,1.9771377999859396,True,0.03998870850935475,0.01505024672018911,0.029999999936297858
2017-07-31,0,optimal,2.105583700002171,True,0.038862231609514554,0.015090131769030917,0.02999999990124951
2017-08-31,0,optimal,2.075135799997952,True,0.03765993769483384,0.014999999995997644,0.030000000000368614
2017-09-29,0,optimal,2.2716059000231326,True,0.03716251304045333,0.015059893395624222,0.029999999997121187
2017-10-31,0,optimal,2.145468000002438,True,0.03682286954082451,0.015049914131420076,0.0299999999902141
2017-11-30,0,optimal,2.2093852999969386,True,0.038674257197801036,0.014999999982684557,0.03000000002000334
2017-12-29,0,optimal,2.12159850000171,True,0.0393706642426985,0.015010024921321197,0.02999999999668636
2018-01-31,0,optimal,1.9611698999942746,True,0.04159854413953344,0.014999999990979429,0.0299999999945423
2018-02-28,0,optimal,1.982649700017646,True,0.04197489065407603,0.014999999751181754,0.02999999985464111
2018-03-30,0,optimal,2.15852779999841,True,0.04405683676940088,0.014999999972008706,0.029999999971690085
2018-04-27,0,optimal,2.101889100013068,True,0.04186946672169839,0.014999999996385871,0.02999999999779753
2018-05-31,0,optimal,2.132575199997518,True,0.04410811716692971,0.015049971486590515,0.02999999999665888
2018-06-29,0,optimal,2.212882099993294,True,0.041483192907722406,0.014999999937796467,0.029999999960827067
2018-07-31,0,optimal,1.3399446999828797,True,0.04421281212047683,0.014999999977742583,0.02999999998455297
2018-08-31,0,optimal,1.069147799978964,True,0.04255873563968171,0.014999999804687088,0.029999999900359658
2018-09-28,0,optimal,0.9888044999970589,True,0.040763008576533796,0.014999999969044421,0.029999999983539395
2018-10-31,0,optimal,1.0218273000209592,True,0.045909835559268045,0.014999999986190346,0.029999999988083857
2018-11-30,0,optimal,1.0095216000045184,True,0.04406106602568247,0.014999999986929378,0.029999999986402674
2018-12-28,0,optimal,1.009954100009054,True,0.04371392815080471,0.014999999763764125,0.02999999977436962
2019-01-31,0,optimal,1.0133735999988858,True,0.04022499047130321,0.014999999986297849,0.02999999999226523
2019-02-28,0,optimal,1.1194240000040736,True,0.043033285233286485,0.014999999848383492,0.029999999877079138
2019-03-29,0,optimal,1.0035993999917991,True,0.04645705367157499,0.01499999974681709,0.03000000007501283
2019-04-30,0,optimal,0.9330077999911737,True,0.04909085841367554,0.01499999971061069,0.029999999571414925
2019-05-31,0,optimal,1.0053672000067309,True,0.04827276203545128,0.014999999941768531,0.02999999995547202
2019-06-28,0,optimal,1.0994689999788534,True,0.04866395196334818,0.014999999990935447,0.030000000005970497
2019-07-31,0,optimal,1.0337715999921784,True,0.05006954862767794,0.014999999594835209,0.030000000322678536
2019-08-30,0,optimal,0.9303559999971185,True,0.05437076501640492,0.014999999991051656,0.030000000005654073
2019-09-30,0,optimal,1.1137408000067808,True,0.04915392995731208,0.01499999998999908,0.030000000006391504
2019-10-31,0,optimal,0.8569840999844018,True,0.05727258094033588,0.015099886176027812,0.030000000009285106
2019-11-29,0,optimal,0.9187636999995448,True,0.05849104350124133,0.01499999974595608,0.0300000001552346
2019-12-31,0,optimal,0.9860086000117008,True,0.05093201834275665,0.014999999832849567,0.030000000231957397
2020-01-23,0,optimal,1.0684589000011329,True,0.05539024900996622,0.014999999959020007,0.03000000009964085
2020-02-28,0,optimal,1.1412680000066757,True,0.05719416633141605,0.014999999994465113,0.03000000000596497
2020-03-31,0,optimal,1.1218508000019938,True,0.059999999458868684,0.014999999828457828,0.030000000196855767
2020-04-30,0,optimal,1.142820799985202,True,0.056061122745599636,0.014999999981460234,0.03000000004568489
2020-05-29,0,optimal,1.2393691000179388,True,0.05884602815408835,0.014999999792896271,0.030000000171721164
2020-06-30,0,optimal,1.1076572999882046,True,0.05573834841218826,0.01499999998092733,0.030000000018001592
2020-07-31,0,optimal,1.0154178999946453,True,0.05446037378185021,0.014999999989089267,0.030000000014538085
2020-08-31,0,optimal,0.9671915000071749,True,0.0599999996733297,0.014999999916890334,0.030000000104463916
2020-09-30,0,optimal,1.2673301000031643,True,0.05999999963488739,0.014999999896588663,0.03000000013591434
2020-10-30,0,optimal,1.3157381000055466,True,0.059999999723054906,0.01499999992938358,0.030000000080812106
2020-11-30,0,optimal,1.1738063000084367,True,0.058653758409097305,0.014999999981086714,0.030000000023158918
2020-12-31,0,optimal,1.1679636999906506,True,0.05999999987950477,0.014999999958284396,0.03000000005096225
