rebalance_date,fallback_level,solver_status,solve_time_s,cov_available,exante_te,single_dev_max,ind_dev_max
2017-11-30,0,optimal,0.7833398999937344,True,0.03242944053826294,0.00999999994501376,0.020000000193161907
2017-12-29,0,optimal,0.8039308999723289,True,0.032647988796973476,0.009999999914924791,0.01999999995727688
2018-01-31,0,optimal,0.4866100999934133,True,0.03310097542764296,0.009999999981631532,0.019999999989622277
2018-02-28,0,optimal,0.608723099983763,True,0.034989803430680616,0.009999999976825087,0.019999999981648125
2018-03-30,2,topn_fallback,0.0017172999796457589,True,0.03758886198757072,0.010130172960464198,0.06604204173527639
2018-04-27,2,topn_fallback,0.001153699995484203,True,0.039031966768594335,0.010060223058961244,0.06670492349137287
2018-05-31,2,topn_fallback,0.002109199995175004,True,0.03729421928532766,0.010060172960464199,0.04714986992481926
2018-06-29,0,optimal,0.6172593999945093,True,0.03427995438313056,0.009999999935853838,0.0200000000126237
2018-07-31,0,optimal,0.7190624999930151,True,0.03730209864494269,0.009999999963817814,0.02000000003342311
2018-08-31,0,optimal,0.606752099993173,True,0.03842956536613647,0.009999999977606913,0.020000000036196265
2018-09-28,0,optimal,0.6834204999904614,True,0.036903522546970186,0.009999999956025206,0.019999999971865252
2018-10-31,2,topn_fallback,0.001828099979320541,True,0.040530021830303034,0.010099909395730916,0.03757186174327861
2018-11-30,0,optimal,0.6277979000005871,True,0.03999992656729191,0.009999999986426372,0.02000000001554377
2018-12-28,0,optimal,0.7183083000127226,True,0.03893230367663726,0.009999999919033793,0.02000000009934378
2019-01-31,0,optimal,0.7427139999927022,True,0.03587636492288086,0.009999999988931113,0.02000000002482824
2019-02-28,0,optimal,0.5577791999967303,True,0.03573787017891806,0.009999999897322968,0.020000000187515292
2019-03-29,0,optimal,0.736576099996455,True,0.03728074240373903,0.00999999978219188,0.020000000403282592
2019-04-30,0,optimal,0.7395476000092458,True,0.04052497775928176,0.00999999998651904,0.02000000002598729
2019-05-31,0,optimal,0.6285757999867201,True,0.04123033345732334,0.009999999836780548,0.020000000506905206
2019-06-28,0,optimal,0.7601313999912236,True,0.040024750119388955,0.009999999996045164,0.02000000001020292
2019-07-31,0,optimal,0.758391399984248,True,0.04498292703362663,0.009999999993743326,0.020000000017626494
2019-08-30,0,optimal,0.6872419000137597,True,0.048584991174311684,0.009999999813541731,0.020000000482119504
2019-09-30,0,optimal,0.6768758000107482,True,0.04625874062263602,0.009999999992576551,0.020000000019210283
2019-10-31,2,topn_fallback,0.0013485000235959888,True,0.052936725124105556,0.010099886199315759,0.05673669241235853
2019-11-29,0,optimal,0.6857460000028368,True,0.049999999518486896,0.010000000033989959,0.020000000205445526
2019-12-31,0,optimal,0.578206299978774,True,0.04214687520663692,0.009999999967762376,0.02000000013204762
2020-01-23,0,optimal,0.5484447999915574,True,0.044865620193787925,0.009999999960461754,0.020000000140426428
2020-02-28,0,optimal,0.720091199997114,True,0.049999999924700285,0.009999999976141871,0.0200000000924172
2020-03-31,0,optimal,0.6798353999911342,True,0.048962028951322484,0.009999999921612114,0.02000000031105057
2020-04-30,0,optimal,0.7959837000234984,True,0.0499871409951898,0.009999999961270717,0.02000000039954097
2020-05-29,0,optimal,0.6083217000123113,True,0.04951312606401571,0.009999999897246222,0.0200000003071555
2020-06-30,0,optimal,0.5917754999827594,True,0.046403277703168,0.00999999986114971,0.02000000057482954
2020-07-31,0,optimal,0.7703693000075873,True,0.049999999571834174,0.00999999991270743,0.020000000333092436
2020-08-31,0,optimal,0.7813954000012018,True,0.049999999781836516,0.0099999999549756,0.020000000171379134
2020-09-30,0,optimal,0.6404494000016712,True,0.04894124116079438,0.009999999954408055,0.02000000017597448
2020-10-30,0,optimal,0.6563730000052601,True,0.0499999996069639,0.009999999914337521,0.02000000030694862
2020-11-30,0,optimal,0.7225219999963883,True,0.04988879051619623,0.00999999998734363,0.020000000046140737
2020-12-31,0,optimal,0.7395597999857273,True,0.0499999989722472,0.009999999778057576,0.020000000818774732
