source_id,rebalance_date,exec_date,n_holdings,top10_weight_sum,top50_weight_sum,active_share,max_single_abs_dev,max_industry_abs_dev,benchmark_weight_corr,largest_active_code,largest_active_dev,largest_industry_dev_code,largest_industry_dev
rolling_48m_replay,2021-03-31,2021-04-01,70,0.20264271790276672,0.8784806669465672,0.8643398149420471,0.016281106191645245,0.02999885913012728,0.16628144432668032,002705.SZ,0.016281106191645245,801880.SI,0.02999885913012728
rolling_48m_replay,2021-04-30,2021-05-06,72,0.2026900809903573,0.8770757764901251,0.8548815758527046,0.016046247993054194,0.03033277341298408,0.16378658721146458,600808.SH,0.016046247993054194,801790.SI,-0.03033277341298408
rolling_48m_replay,2021-05-31,2021-06-01,79,0.20195505327772598,0.8780591566902004,0.8604290531635199,0.01680145062631893,0.030511019143888922,0.15935670198104468,000830.SZ,0.01680145062631893,801120.SI,0.030511019143888922
rolling_48m_replay,2021-06-30,2021-07-01,68,0.198070909235524,0.8730309084744727,0.852841858474533,0.017016342776627957,0.03109364528340771,0.17198731065317063,600779.SH,0.017016342776627957,801760.SI,0.03109364528340771
rolling_48m_replay,2021-07-30,2021-08-02,68,0.1999854348001305,0.8700871701342996,0.851660000307926,0.016731093416888686,0.03181778404557817,0.14130201058701009,600260.SH,0.016731093416888686,801080.SI,-0.03181778404557817
rolling_48m_replay,2021-08-31,2021-09-01,68,0.2094392873007129,0.8902313684628866,0.8427151766330241,0.01666450036058707,0.03145227366882636,0.2315711201104926,603444.SH,0.01666450036058707,801050.SI,-0.03145227366882636
rolling_48m_replay,2021-09-30,2021-10-08,84,0.20083085502471706,0.8814004779632739,0.854073165190995,0.016350539562976413,0.03144204001578642,0.18406545040088781,600598.SH,0.016350539562976413,801050.SI,-0.03144204001578642
rolling_48m_replay,2021-10-29,2021-11-01,78,0.21069420268073982,0.8839366209898865,0.8485493569992759,0.016367512918538794,0.031423564704840624,0.2169633623877881,603290.SH,0.016367512918538794,801160.SI,0.031423564704840624
rolling_48m_replay,2021-11-30,2021-12-01,79,0.20600452631220342,0.876614032787948,0.848262785991807,0.01574116539131842,0.03134691629343785,0.19399958326186584,601636.SH,0.01574116539131842,801160.SI,0.03134691629343785
rolling_48m_replay,2021-12-31,2022-01-04,89,0.1951358983293276,0.8824413243739031,0.8438852644361535,0.016043575225449497,0.030237298315384374,0.2052485120791154,600373.SH,0.016043575225449497,801150.SI,-0.030237298315384374
rolling_48m_replay,2022-01-28,2022-02-07,87,0.19306800644643912,0.8702923028793972,0.8563704841291166,0.016156656830463943,0.031176558631912914,0.14133291750957763,601866.SH,0.016156656830463943,801180.SI,0.031176558631912914
rolling_48m_replay,2022-02-28,2022-03-01,91,0.1976259470929221,0.8674792967099559,0.8472060470691977,0.015884718565884193,0.031241611338056474,0.15778743841780232,000729.SZ,0.015884718565884193,801730.SI,-0.031241611338056474
rolling_48m_replay,2022-03-31,2022-04-01,90,0.19583752442907829,0.8668530138405798,0.85360590589206,0.01612209569280503,0.030986864493229384,0.13361695968889525,600649.SH,0.01612209569280503,801180.SI,0.030986864493229384
rolling_48m_replay,2022-04-29,2022-05-05,88,0.20463805330028118,0.8844506367640825,0.8388002502439793,0.016034003326274936,0.030494776323491124,0.23131252810749406,600392.SH,0.016034003326274936,801170.SI,0.030494776323491124
rolling_48m_replay,2022-05-31,2022-06-01,89,0.20406342372466732,0.8817710130304056,0.841881785341682,0.015780302251982674,0.03043546767004554,0.21914682104852087,600566.SH,0.015780302251982674,801150.SI,0.03043546767004554
rolling_48m_replay,2022-06-30,2022-07-01,91,0.2106114497494145,0.8795517085893239,0.8229983606582154,0.016939887328031214,0.030087331064646367,0.2342254459873661,300390.SZ,0.016939887328031214,801790.SI,-0.030087331064646367
rolling_48m_replay,2022-07-29,2022-08-01,96,0.2054652052443135,0.8724412310831149,0.8347245383523682,0.016491328347461736,0.03109056097245405,0.18502018012203952,600256.SH,0.016491328347461736,999999.SI,0.03109056097245405
rolling_48m_replay,2022-08-31,2022-09-01,93,0.1986163593894346,0.87562443819478,0.8213319923799678,0.015929892664726587,0.032433657878407615,0.20073540102834322,002180.SZ,0.015929892664726587,801150.SI,0.032433657878407615
rolling_48m_replay,2022-09-30,2022-10-10,95,0.19171478246212578,0.8687487352897616,0.8343384390066875,0.015579403696686117,0.03083857704829221,0.16076840644755058,600236.SH,0.015579403696686117,801030.SI,0.03083857704829221
rolling_48m_replay,2022-10-31,2022-11-01,95,0.19804050116300603,0.8766056369135931,0.832846338759043,0.01597838208268807,0.030276132716544602,0.17613831414829312,000400.SZ,0.01597838208268807,801740.SI,-0.030276132716544602
rolling_48m_replay,2022-11-30,2022-12-01,96,0.18750666862611692,0.8560254122242267,0.8503603802163633,0.0165617161183599,0.030555993087724193,0.08035528335288933,603056.SH,0.0165617161183599,801790.SI,-0.030555993087724193
