source_id,period_start,period_end,brinson_excess_return_gross,nav_monthly_excess_return_net,gross_minus_nav_net,cash_weight,weight_sum
rolling_48m_replay,2022-01-28,2022-02-28,0.016149732859884452,0.017471426577824634,-0.0013216937179401818,3.775833645747184e-09,0.9999999962241664
rolling_48m_replay,2022-02-28,2022-03-31,0.011702557007725295,0.009414792631372015,0.0022877643763532796,0.0005720966388942372,0.9994279033611058
rolling_48m_replay,2022-03-31,2022-04-29,0.017335890804243678,0.015845542989605943,0.0014903478146377352,4.0303486859016857e-07,0.9999995969651314
rolling_48m_replay,2022-04-29,2022-05-31,0.0002728195763824076,0.0007026908120013609,-0.00042987123561895324,3.4420197803086694e-09,0.9999999965579802
rolling_48m_replay,2022-05-31,2022-06-30,-0.000843805808006387,-0.0013910417546476594,0.0005472359466412724,1.2818727190833101e-08,0.9999999871812728
rolling_48m_replay,2022-06-30,2022-07-29,0.02680662139553193,0.023084681740106583,0.0037219396554253464,0.02016353825363848,0.9798364617463615
rolling_48m_replay,2022-07-29,2022-08-31,0.0105961999912891,0.00707936707875656,0.00351683291253254,1.754459891811777e-07,0.9999998245540108
rolling_48m_replay,2022-08-31,2022-09-30,0.001916771396934927,-0.00010176843791476209,0.002018539834849689,0.015707578244952836,0.9842924217550472
rolling_48m_replay,2022-09-30,2022-10-31,-0.02177805888071351,-0.02382831719933043,0.0020502583186169203,3.1624359797532975e-09,0.999999996837564
rolling_48m_replay,2022-10-31,2022-11-30,-0.016131386897345286,-0.01905831396553581,0.0029269270681905254,3.180757435217174e-09,0.9999999968192426
rolling_48m_replay,2022-11-30,2022-12-30,0.014608157925667782,0.01477128944009154,-0.00016313151442375745,3.2516416226258116e-09,0.9999999967483584
