month_end,strategy,benchmark,monthly_excess_return,source_id,is_positive_excess,year,benchmark_state,benchmark_monthly_vol,vol_state,return_state,rolling_minus_pipeline_b
2021-11-30,0.04014397041331641,0.03334299739538382,0.006800973017932588,rolling_48m_replay,True,2021,benchmark_up,0.006954411443272622,low_vol,benchmark_up_low_vol,0.009174800883687828
2021-12-31,0.0015293010569996657,0.014769562407757286,-0.01324026135075762,rolling_48m_replay,False,2021,benchmark_up,0.007596805844915099,low_vol,benchmark_up_low_vol,-0.00902444505321931
2022-01-31,-0.09290900207883801,-0.10583364426700159,0.012924642188163582,rolling_48m_replay,True,2022,benchmark_down,0.011298364003519657,high_vol,benchmark_down_high_vol,-0.010282114588459956
2022-02-28,0.058923716921538416,0.04145229034371378,0.017471426577824634,rolling_48m_replay,True,2022,benchmark_up,0.01054262969094028,low_vol,benchmark_up_low_vol,0.006249959915139769
2022-03-31,-0.06767894000841623,-0.07709373263978825,0.009414792631372015,rolling_48m_replay,True,2022,benchmark_down,0.019321722119064848,high_vol,benchmark_down_high_vol,0.014217954673192312
2022-04-30,-0.09376026895338241,-0.10960581194298835,0.015845542989605943,rolling_48m_replay,True,2022,benchmark_down,0.024706844252518415,high_vol,benchmark_down_high_vol,0.002742149245376302
2022-05-31,0.0757870773313134,0.07508438651931204,0.0007026908120013609,rolling_48m_replay,True,2022,benchmark_up,0.0132840647648998,high_vol,benchmark_up_high_vol,0.0034979063687436973
2022-06-30,0.07728690454154807,0.07867794629619573,-0.0013910417546476594,rolling_48m_replay,False,2022,benchmark_up,0.011022734587412692,high_vol,benchmark_up_high_vol,0.009609016036083107
2022-07-31,0.002423397367800284,-0.0206612843723063,0.023084681740106583,rolling_48m_replay,True,2022,benchmark_down,0.010246143436648309,low_vol,benchmark_down_low_vol,0.0013893337432735464
2022-08-31,-0.014022732409269767,-0.021102099488026327,0.00707936707875656,rolling_48m_replay,True,2022,benchmark_down,0.012323612434125988,high_vol,benchmark_down_high_vol,0.010159743651088848
2022-09-30,-0.07161904098487093,-0.07151727254695617,-0.00010176843791476209,rolling_48m_replay,False,2022,benchmark_down,0.012325393858751872,high_vol,benchmark_down_high_vol,-0.004955963339330349
2022-10-31,-0.007486374493364978,0.01634194270596545,-0.02382831719933043,rolling_48m_replay,False,2022,benchmark_up,0.014078096543445667,high_vol,benchmark_up_high_vol,-0.006759625035690053
2022-11-30,0.04116998742474931,0.06022830139028512,-0.01905831396553581,rolling_48m_replay,False,2022,benchmark_up,0.00957976597069347,low_vol,benchmark_up_low_vol,-0.002654433067658335
2022-12-31,-0.0324887577840014,-0.04726004722409294,0.01477128944009154,rolling_48m_replay,True,2022,benchmark_down,0.007353875260139178,low_vol,benchmark_down_low_vol,0.003922218997967741
