source_id,n,n_holdings_mean,n_holdings_median,n_holdings_max,n_holdings_min,top10_weight_sum_mean,top10_weight_sum_median,top10_weight_sum_max,top10_weight_sum_min,top50_weight_sum_mean,top50_weight_sum_median,top50_weight_sum_max,top50_weight_sum_min,active_share_mean,active_share_median,active_share_max,active_share_min,max_single_abs_dev_mean,max_single_abs_dev_median,max_single_abs_dev_max,max_single_abs_dev_min,max_industry_abs_dev_mean,max_industry_abs_dev_median,max_industry_abs_dev_max,max_industry_abs_dev_min,benchmark_weight_corr_mean,benchmark_weight_corr_median,benchmark_weight_corr_max,benchmark_weight_corr_min
pipeline_b_frozen_replay,24,85.75,85.5,98.0,75.0,0.1979604840818042,0.19623543738936525,0.21144104290819546,0.19007527438832583,0.8707995286621232,0.8697954926443132,0.88536486766501,0.8540304111187482,0.8539325734857147,0.8566106231225729,0.8672547920771843,0.8312405348908567,0.016181487542841173,0.01605921940851464,0.016944830867680095,0.015563268206668548,0.03101119893426808,0.030947210821208916,0.033302905006216514,0.029711032029409043,0.15047370050710804,0.14573883993163822,0.21266888019612765,0.06942253618358725
rolling_48m_replay,24,83.04166666666667,85.5,96.0,68.0,0.20139795234878596,0.20229888559024634,0.21101296812762121,0.18750666862611692,0.8765809644032075,0.8775674665901627,0.8902313684628866,0.8560254122242267,0.8456732564447073,0.848309324974746,0.8643398149420471,0.8213319923799678,0.016291713733622846,0.016218881511054592,0.017016342776627957,0.015579403696686117,0.030901849697928852,0.03093256543047544,0.032433657878407615,0.02999885913012728,0.18205795147182544,0.18454281526146366,0.2342254459873661,0.08035528335288933
