source_id,rebalance_date,exec_date,exec_gt_rebalance,stamp_duty_rate,sell_value,buy_value,cost,turnover_one_way_equiv,cost_bps_of_pv_before,n_locked,n_no_buy,n_no_sell,n_no_price
rolling_48m_replay,2021-12-31,2022-01-04,True,0.001,0.6214932607360096,0.621493235329814,0.0019266290816051246,1.0014641500835213,15.522694428642412,0,0,0,0
rolling_48m_replay,2022-01-28,2022-02-07,True,0.001,0.3900089349087535,0.39000900905128183,0.0012090277760667908,0.6859050842073336,10.631528479229267,0,0,0,0
rolling_48m_replay,2022-02-28,2022-03-01,True,0.001,0.41967627345810365,0.41899594087625613,0.0013002820985091815,0.7065668368746195,10.954651813730475,0,1,0,0
rolling_48m_replay,2022-03-31,2022-04-01,True,0.001,0.45413927431761375,0.4548184279909324,0.0014085448617415872,0.8272294356257011,12.818965811859638,0,0,0,0
rolling_48m_replay,2022-04-29,2022-05-05,True,0.001,0.6079672109218555,0.6079676916322396,0.0018846988586036554,1.2138531450967223,18.81472134956231,0,2,0,0
rolling_48m_replay,2022-05-31,2022-06-01,True,0.001,0.3650756647166328,0.3650756647166328,0.0011317345606215617,0.6797347790537147,10.535889075332578,0,0,0,1
rolling_48m_replay,2022-06-30,2022-07-01,True,0.001,0.43551373932677506,0.4120886553566884,0.0013254962537444118,0.7306655288279809,11.426282267210345,0,1,0,1
rolling_48m_replay,2022-07-29,2022-08-01,True,0.001,0.3821297287315365,0.4055278552638081,0.0012091701919266485,0.6784048198279162,10.414511367164508,0,0,0,0
rolling_48m_replay,2022-08-31,2022-09-01,True,0.001,0.6781693283742295,0.660238294490176,0.0020834973323818552,1.1673845507836054,18.172659478851784,0,0,0,1
rolling_48m_replay,2022-09-30,2022-10-10,True,0.001,0.4032539287957878,0.42115261843998064,0.0012688808033933447,0.7728311931215724,11.894988807446865,0,0,0,0
rolling_48m_replay,2022-10-31,2022-11-01,True,0.001,0.5558496445393011,0.555849691226561,0.0017231339470934561,1.0508563025908526,16.288272469497826,0,0,0,0
rolling_48m_replay,2022-11-30,2022-12-01,True,0.001,0.47940219323012356,0.4794022589286014,0.0014861468679967847,0.8640185483075223,13.39228720274845,0,0,0,0
