source_id,industry_code,industry_name,total_effect_sum,allocation_effect_sum,selection_effect_sum,interaction_effect_sum,W_p_mean,W_b_mean,active_weight_mean,n_periods,rolling_minus_pipeline_b_total_effect
pipeline_b_frozen_replay,801780.SI,银行,0.003897935783638053,0.002567346823381746,0.003897935783638053,-0.003897935783638053,0.0,0.019902181849600416,-0.019902181849600416,24,0.0
pipeline_b_frozen_replay,801790.SI,非银金融,0.012406932348807513,0.011585354551043193,-0.0019429178888345877,0.0010948412145236344,0.017539746949193198,0.047604577835805566,-0.030064830886612368,24,0.001993075250583747
pipeline_b_frozen_replay,801880.SI,汽车,-0.013230856048063542,0.0009138799519974209,-0.004285694968078419,-0.0087041148285383,0.04857435066827654,0.03262469822851451,0.015949652439762027,24,0.008287964603461739
pipeline_b_frozen_replay,801890.SI,机械设备,0.0014476634187275432,-0.006296867941283024,0.011987588133716202,-0.0030721425736904306,0.03990223024453935,0.03423347608448284,0.005668754160056508,24,0.0036298211462026274
pipeline_b_frozen_replay,801950.SI,煤炭,-0.015103338840948215,-0.013022725746849524,-0.01942382450839298,0.015422776588536871,0.01386870783133272,0.021783479081428418,-0.007914771250095697,24,0.01935675195612971
pipeline_b_frozen_replay,801960.SI,石油石化,-0.002332487542412022,0.0034605064609564327,-0.0032293054189496875,-0.0030138388449951004,0.009612622787845283,0.012774523412267293,-0.0031619006244220094,24,0.015295972467400179
pipeline_b_frozen_replay,801970.SI,环保,0.0015192299108217366,-0.0007024528234623282,0.0009857554952161591,0.0013325923751196505,0.009354290354204929,0.008653533917186684,0.0007007564370182448,24,0.005252072401078533
pipeline_b_frozen_replay,801980.SI,美容护理,0.007747589934708559,0.004076554076943985,0.001739431469727227,0.004882400419647304,0.010537812530902945,0.006653926392869242,0.003883886138033704,24,-0.0002711333694860006
pipeline_b_frozen_replay,999999.SI,未分类,-0.006309629994625871,-0.0005478674135510103,-0.0012137518623654715,-0.00045470708300380993,0.0341905491216304,0.028266236975162215,0.005924312146468186,24,-0.01186642320606733
rolling_48m_replay,801010.SI,农林牧渔,-0.0018786099281229733,0.006725458309594714,-0.005146110119637592,0.0019979062900458175,0.0353044173598915,0.023694397400335954,0.011610019959555549,24,0.005128869810369216
rolling_48m_replay,801030.SI,基础化工,0.026524372857959364,-0.011815359869321355,0.029001101913142018,0.0042419338294262775,0.07495255880890175,0.06825718001189131,0.006695378797010446,24,0.012212024296041672
rolling_48m_replay,801040.SI,钢铁,0.018071941256389532,0.0016322733973614825,0.03139970570020995,-0.011275899336983995,0.023534442903204906,0.03339048491792253,-0.009856042014717622,24,-0.00790487330265852
rolling_48m_replay,801050.SI,有色金属,0.00859088381996061,-0.009385896057901043,0.021555724503523374,-0.01003448733195967,0.04523428349083727,0.06067096537660133,-0.01543668188576406,24,-0.004929188586077991
rolling_48m_replay,801080.SI,电子,0.017371434918330972,0.002251474711890739,0.015696807502801346,0.004127213978069034,0.07208204703581766,0.06995530875208911,0.0021267382837285576,24,-0.005567973748255201
rolling_48m_replay,801110.SI,家用电器,0.0011355059586812166,-0.0031115835379120892,0.005131208678579228,-0.0025168421980079486,0.021047101650613995,0.010531111634076516,0.010515990016537479,24,-0.0005045466562619526
rolling_48m_replay,801120.SI,食品饮料,0.010681330319936788,-0.0031279011456663733,0.02397729448483135,-0.006703630558313566,0.04215321139136633,0.03512518279826326,0.007028028593103072,24,0.029369928119551317
rolling_48m_replay,801130.SI,纺织服饰,-0.004635933369618142,-0.004740869675878328,-0.0006894249346925795,-0.003416125897886663,0.006946322447654322,0.005729724730813027,0.0012165977168412953,24,9.216197092590337e-05
rolling_48m_replay,801140.SI,轻工制造,0.02148835501627839,0.0033787992268850793,0.01981536835748718,-0.006480676228314241,0.011715584145875734,0.017024231770402343,-0.005308647624526609,24,0.0069023317681439645
rolling_48m_replay,801150.SI,医药生物,-0.020510976107106303,-0.0018222072758136592,-0.023074419138351676,0.0027187260413530853,0.10437527017411223,0.09730895062045182,0.007066319553660411,24,0.004360304840941881
rolling_48m_replay,801160.SI,公用事业,-0.0007160645083030379,0.0015023638323554524,-0.012733415848042582,0.009090258786270261,0.03967238111848858,0.0286879204019506,0.01098446071653798,24,-0.0001537671850619835
rolling_48m_replay,801170.SI,交通运输,0.010438465345095889,0.0064679669125997374,8.050294856454211e-05,0.0011048108743709332,0.047132112939146875,0.032439176016303105,0.01469293692284377,24,0.011918219595516977
rolling_48m_replay,801180.SI,房地产,-0.0018048051672369374,-0.00034978405790577784,0.0008025084867485882,0.0029548951549199167,0.0417112246751399,0.029054089513323816,0.012657135161816085,24,-0.009092396242293138
rolling_48m_replay,801200.SI,商贸零售,-0.01750931831629842,0.000895275498539956,-0.012280693110117992,-0.0011933138875446262,0.020886891062794746,0.01643460453154261,0.004452286531252136,24,-0.020930785063134852
rolling_48m_replay,801210.SI,社会服务,0.0008253700633029826,0.0008222955308721929,-0.00024516092094741497,-0.0003960121526183072,0.005583491692458084,0.007146433192798615,-0.0015629415003405311,24,-0.002617309215665699
rolling_48m_replay,801230.SI,综合,-0.0038587329301576477,-0.0021852169238328186,-0.0038587329301576477,0.0038587329301576477,0.0,0.008108176281038226,-0.008108176281038226,19,0.0
rolling_48m_replay,801710.SI,建筑材料,0.006857174843588755,-0.0027193488430554695,0.0006917945917050152,0.0068793797884688195,0.016601705099131413,0.01831758672103684,-0.001715881621905429,24,-0.007701013548024643
