source_id,year,n_months,strategy_return_sum,benchmark_return_sum,excess_return_sum,monthly_win_rate,monthly_ir_sqrt12,best_month,best_month_excess,worst_month,worst_month_excess
pipeline_b_frozen_replay,2021,11,0.1736480648427885,0.16750985601024848,0.006138208832540015,0.2727272727272727,0.11477412549492914,2021-03-31,0.028815769877695963,2021-05-31,-0.023360462842059393
pipeline_b_frozen_replay,2022,12,-0.15151017972492087,-0.1812890252256878,0.029778845500766926,0.5,0.6227515210941439,2022-01-31,0.02320675677662354,2022-10-31,-0.017068692163640375
rolling_48m_replay,2021,11,0.18889784036430068,0.16750985601024848,0.021387984354052203,0.5454545454545454,0.367099017821862,2021-06-30,0.03724840659865247,2021-05-31,-0.01908082832246505
rolling_48m_replay,2022,12,-0.12437403312519424,-0.1812890252256878,0.056914992100493556,0.6666666666666666,1.142027246988015,2022-07-31,0.023084681740106583,2022-10-31,-0.02382831719933043
