source_id,rebalance_date,period,n_columns,n_non_nan,nan_rate,universe_count,valid_universe_overlap_count,valid_universe_overlap_ratio,nonuniverse_valid_count,mean,std,skew,kurt,min,max,p01,p99
ic_ir,2021-06-30,valid,1329,497,0.6260346124905944,500,497,0.994,0,-1.429663452233602e-17,1.0,-0.02371580794607614,0.38468439486224426,-2.6854472074620213,2.6202416406766864,-2.625490029764435,2.532626378539527
ic_ir,2021-07-30,valid,1329,500,0.6237772761474794,500,500,1.0,0,-1.4210854715202004e-17,1.0,0.031350584136041366,0.3207669572319567,-2.722722989050065,2.638064001056345,-2.538844280768799,2.638064001056345
ic_ir,2021-08-31,valid,1329,498,0.6252821670428894,500,498,0.996,0,4.280377926265664e-17,1.0,-0.21779201633469447,0.4290102412329566,-2.5872833491432377,2.6463805886893628,-2.5872833491432377,2.2793703392305655
ic_ir,2021-09-30,valid,1329,498,0.6252821670428894,500,498,0.996,0,1.4267926420885545e-17,1.0,-0.19752751719004388,0.33658796093910226,-2.544231695944044,2.546220923634538,-2.544231695944044,2.4504249038347687
ic_ir,2021-10-29,valid,1329,499,0.6245297215951844,500,499,0.998,0,-1.4239333381965934e-17,0.9999999999999999,-0.32990584605242756,0.22899062328053255,-2.7156707521802907,2.256277054429069,-2.600303122891601,2.0554351223900422
ic_ir,2021-11-30,valid,1329,498,0.6252821670428894,500,498,0.996,0,1.4267926420885545e-17,1.0,-0.16058476702706928,0.14574367983282688,-2.5937746673263518,2.621515315942561,-2.5122316491006567,2.330835254271137
ic_ir,2021-12-31,valid,1329,498,0.6252821670428894,500,498,0.996,0,0.0,1.0,-0.25021450765449077,0.16547955310043427,-2.5305122107877605,2.6686282190752206,-2.5305122107877605,2.2779793248659517
ic_ir,2022-01-28,valid,1329,497,0.6260346124905944,500,497,0.994,0,5.718653808934408e-17,0.9999999999999999,-0.45361376747030874,0.27444244213741653,-2.760293522541803,2.49211307284878,-2.760293522541803,2.1000630719099096
ic_ir,2022-02-28,valid,1329,497,0.6260346124905944,500,497,0.994,0,1.429663452233602e-17,1.0,-0.5590162212952248,0.24403679024048808,-2.7825336392183475,2.2817283302027938,-2.7825336392183475,1.900188701965624
ic_ir,2022-03-31,valid,1329,499,0.6245297215951844,500,499,0.998,0,2.1359000072948903e-17,1.0,-0.4759236087067323,0.18753426070920431,-2.624402761496065,2.4240156732982965,-2.624402761496065,2.0761506299759667
ic_ir,2022-04-29,valid,1329,498,0.6252821670428894,500,498,0.996,0,1.4267926420885545e-17,1.0,-0.36344192983328244,0.4968858068829016,-2.612332089506506,2.7865197174555605,-2.612332089506506,2.4825989416052114
ic_ir,2022-05-31,valid,1329,496,0.6267870579382995,500,496,0.992,0,0.0,0.9999999999999999,-0.4510178994278391,0.20295698723356903,-2.648647157837567,2.8959294159758127,-2.648647157837567,1.9150872733054962
ic_ir,2022-06-30,valid,1329,497,0.6260346124905944,500,497,0.994,0,-1.429663452233602e-17,1.0,-0.4804768819103177,0.22291241825854424,-2.7800834481039867,2.9507182580817957,-2.7800834481039867,1.8543814527423284
ic_ir,2022-07-29,valid,1329,499,0.6245297215951844,500,499,0.998,0,-2.847866676393187e-17,1.0,-0.42455196024861586,0.05776187630318974,-2.528757214297745,2.7793136179295703,-2.528757214297745,1.8946265532000102
ic_ir,2022-08-31,valid,1329,499,0.6245297215951844,500,499,0.998,0,2.847866676393187e-17,1.0,-0.34842731450039416,0.08066691566054507,-2.7727894806131115,2.8459289937851673,-2.636012214492698,1.9815848695273297
ic_ir,2022-09-30,valid,1329,498,0.6252821670428894,500,498,0.996,0,-3.566981605221386e-18,0.9999999999999999,-0.39304430875029717,0.07018789721723628,-2.8369805524457314,2.715833220643203,-2.638087632069512,1.9527598077462263
