source_id,rebalance_date,period,top_n,top_in_universe_count,top_in_universe_ratio,top_benchmark_weight_sum,top_industry_nunique,top_industry_max_share,top_industry_mode,top_log_free_float_mv_median,top_log_free_float_mv_p90
rolling_48m,2015-07-31,train,50,50,1.0,0.09574999999999999,22,0.12,801730.SI,22.615264593993974,23.153907092474366
rolling_48m,2015-08-31,train,50,50,1.0,0.10545,23,0.16,801180.SI,22.607047411303945,23.10248283104985
rolling_48m,2015-09-30,train,50,50,1.0,0.10651,20,0.1,801010.SI,22.546315655128648,23.07328824134514
rolling_48m,2015-10-30,train,50,50,1.0,0.10802999999999999,24,0.14,801180.SI,22.63847640735462,23.213089116209826
rolling_48m,2015-11-30,train,50,50,1.0,0.10665000000000001,20,0.14,801150.SI,22.707341627196136,23.294223668545133
rolling_48m,2015-12-31,train,50,50,1.0,0.11388000000000001,18,0.16,801180.SI,22.82357183292959,23.342301499505997
rolling_48m,2016-01-29,train,50,50,1.0,0.10795999999999999,22,0.1,801890.SI,22.454933578325072,22.965982840060448
rolling_48m,2016-02-29,train,50,50,1.0,0.10995,22,0.12,801050.SI,22.396467793245783,22.962498389505026
rolling_48m,2016-03-31,train,50,50,1.0,0.1032,20,0.1,801030.SI,22.50332405189135,23.03828443346114
rolling_48m,2016-04-29,train,50,50,1.0,0.10198,19,0.1,801080.SI,22.48224266523425,23.05610411064621
rolling_48m,2016-05-31,train,50,50,1.0,0.11254,20,0.14,801080.SI,22.44516696596759,23.17150539358433
rolling_48m,2016-06-30,train,50,50,1.0,0.11302000000000001,20,0.1,801180.SI,22.57534128574018,23.174545745388272
rolling_48m,2016-07-29,train,50,50,1.0,0.11331,20,0.14,801180.SI,22.699522269915064,23.27120647770104
rolling_48m,2016-08-31,train,50,50,1.0,0.11071,21,0.14,801050.SI,22.635374981340345,23.23388493579346
rolling_48m,2016-09-30,train,50,50,1.0,0.10252,20,0.12,801050.SI,22.59983343622781,23.100907849378665
rolling_48m,2016-10-31,train,50,50,1.0,0.10607,17,0.12,801050.SI,22.595636675680648,23.225192809402685
rolling_48m,2016-11-30,train,50,50,1.0,0.10451999999999999,19,0.1,801050.SI,22.66410782739436,23.17103271905414
rolling_48m,2016-12-30,train,50,50,1.0,0.10739,21,0.1,801180.SI,22.628477958426277,23.207614801820483
rolling_48m,2017-01-26,train,50,50,1.0,0.10427,21,0.1,801030.SI,22.64830998205428,23.190196172536087
rolling_48m,2017-02-28,train,50,50,1.0,0.10195,22,0.12,801180.SI,22.658392035767527,23.183350524488574
rolling_48m,2017-03-31,train,50,50,1.0,0.09908,23,0.12,801050.SI,22.681494367377333,23.060703089511602
rolling_48m,2017-04-28,train,50,50,1.0,0.09716999999999999,24,0.12,801170.SI,22.58882398329588,23.13324734791492
rolling_48m,2017-05-31,train,50,50,1.0,0.09291999999999999,19,0.14,801890.SI,22.415911455014623,22.981311687005554
rolling_48m,2017-06-30,train,50,50,1.0,0.10220000000000001,22,0.1,801890.SI,22.551827211336615,23.18106923491883
rolling_48m,2017-07-31,train,50,50,1.0,0.10054,21,0.12,801030.SI,22.608620274398746,23.028173647191604
rolling_48m,2017-08-31,train,50,50,1.0,0.10563,21,0.14,801180.SI,22.732231808876215,23.271311741242414
rolling_48m,2017-09-29,train,50,50,1.0,0.09970000000000001,21,0.12,801730.SI,22.62810542872529,23.269384395425526
rolling_48m,2017-10-31,train,50,50,1.0,0.0992,21,0.08,801760.SI,22.685986496992,23.25304966585159
rolling_48m,2017-11-30,train,50,50,1.0,0.10991999999999999,19,0.12,801080.SI,22.648501726597157,23.38079347718438
rolling_48m,2017-12-29,train,50,50,1.0,0.10559,21,0.12,801150.SI,22.774395245901914,23.395132438259303
rolling_48m,2018-01-31,train,50,50,1.0,0.10281,20,0.14,801150.SI,22.566931492846862,23.352833714326305
rolling_48m,2018-02-28,train,50,50,1.0,0.10200000000000001,18,0.14,801150.SI,22.49855891726427,23.32702953433737
rolling_48m,2018-03-30,train,50,50,1.0,0.09849000000000001,20,0.1,801080.SI,22.462744610311674,23.322400087115323
rolling_48m,2018-04-27,train,50,50,1.0,0.10098000000000001,21,0.16,801180.SI,22.526419785332365,23.25428191963141
rolling_48m,2018-05-31,train,50,50,1.0,0.09246,21,0.14,801080.SI,22.516798928841947,23.14841310158548
rolling_48m,2018-06-29,train,50,50,1.0,0.093,22,0.12,801150.SI,22.39676762326609,23.024213309330793
rolling_48m,2018-07-31,train,50,50,1.0,0.09228,19,0.12,801080.SI,22.359750012752087,23.01743587961268
rolling_48m,2018-08-31,train,50,50,1.0,0.09603,18,0.12,801180.SI,22.334070967847104,22.963264386178178
rolling_48m,2018-09-28,train,50,50,1.0,0.08188999999999998,19,0.16,801180.SI,22.148430569850973,22.72294646671671
rolling_48m,2018-10-31,train,50,50,1.0,0.08399000000000001,20,0.18,801080.SI,22.059348915760598,22.658988539580545
rolling_48m,2018-11-30,train,50,50,1.0,0.08424999999999999,21,0.18,801080.SI,22.084908522086124,22.713029408917595
rolling_48m,2018-12-28,train,50,50,1.0,0.09354,20,0.12,801080.SI,22.13527720352463,22.937243060633378
rolling_48m,2019-01-31,train,50,50,1.0,0.08813,22,0.14,801080.SI,22.192387862312692,22.742146885170932
rolling_48m,2019-02-28,train,50,50,1.0,0.09485999999999999,20,0.12,801730.SI,22.383687658114436,23.04802107278964
rolling_48m,2019-03-29,train,50,50,1.0,0.09251,20,0.12,801080.SI,22.498779575723805,23.21837693930001
rolling_48m,2019-04-30,train,50,50,1.0,0.08983,18,0.16,801150.SI,22.43227480440635,23.175851226848362
rolling_48m,2019-05-31,train,50,50,1.0,0.09552000000000001,21,0.16,801150.SI,22.424523376960664,23.18066672225087
rolling_48m,2019-06-28,train,50,50,1.0,0.09566000000000001,22,0.14,801080.SI,22.464081238836823,23.113808080786836
rolling_48m,2019-07-31,train,50,50,1.0,0.0869,23,0.14,801150.SI,22.380682830927352,23.069829614066755
rolling_48m,2019-08-30,train,50,50,1.0,0.09554,21,0.14,801080.SI,22.410711502314335,23.218321126329702
rolling_48m,2019-09-30,train,50,50,1.0,0.09721,18,0.14,801080.SI,22.52104011728167,23.120974826893757
rolling_48m,2019-10-31,train,50,50,1.0,0.09517,18,0.14,801150.SI,22.471921035253732,23.140681453057493
rolling_48m,2019-11-29,train,50,50,1.0,0.10667,19,0.16,801080.SI,22.528129421402053,23.23413712690594
rolling_48m,2019-12-31,train,50,50,1.0,0.09405000000000002,22,0.12,801760.SI,22.59017965350941,23.22546841825619
rolling_48m,2020-01-23,train,50,50,1.0,0.09754,19,0.14,801760.SI,22.564813864251185,23.333009908065527
rolling_48m,2020-02-28,train,50,50,1.0,0.11766,16,0.2,801150.SI,22.80846018944097,23.704654016306897
rolling_48m,2020-03-31,train,50,50,1.0,0.12437999999999999,18,0.22,801150.SI,22.79434756564617,23.736827677014492
rolling_48m,2020-04-30,train,50,50,1.0,0.11123000000000001,18,0.16,801150.SI,22.733478258945954,23.536042994677807
rolling_48m,2020-05-29,train,50,50,1.0,0.10730999999999999,21,0.14,801760.SI,22.636641923188748,23.49642604457417
rolling_48m,2020-06-30,train,50,50,1.0,0.11195999999999999,21,0.12,801150.SI,22.865288229560647,23.56405448598328
rolling_48m,2020-07-31,train,50,50,1.0,0.12498999999999999,19,0.12,801150.SI,23.160217147193862,23.92640062502512
rolling_48m,2020-08-31,train,50,50,1.0,0.11825,18,0.16,801150.SI,23.015936457271966,23.893048547687332
rolling_48m,2020-09-30,train,50,50,1.0,0.12174999999999998,18,0.16,801150.SI,22.998954472697704,23.811776189565453
rolling_48m,2020-10-30,train,50,50,1.0,0.11030999999999999,21,0.14,801150.SI,22.976661271239934,23.71919762470183
rolling_48m,2020-11-30,train,50,50,1.0,0.12246,20,0.1,801150.SI,23.077628753512776,23.764619046566033
rolling_48m,2020-12-31,train,50,50,1.0,0.11868000000000001,23,0.12,801120.SI,23.087859881377703,23.90138318937688
rolling_48m,2021-01-29,valid,50,50,1.0,0.12303,21,0.08,801760.SI,23.07938130905184,23.980945861905244
rolling_48m,2021-02-26,valid,50,50,1.0,0.1268,20,0.12,801030.SI,23.122220758800005,23.924263645518163
rolling_48m,2021-03-31,valid,50,50,1.0,0.11806,24,0.1,801150.SI,23.147190819538285,23.878992584889495
rolling_48m,2021-04-30,valid,50,50,1.0,0.11854999999999999,20,0.14,801150.SI,23.046372435435046,23.794002512523885
rolling_48m,2021-05-31,valid,50,50,1.0,0.11462,20,0.12,801760.SI,23.190715529682233,23.873168892900505
rolling_48m,2021-06-30,valid,50,50,1.0,0.1156,20,0.14,801150.SI,23.106678312109448,23.869976693441206
rolling_48m,2021-07-30,valid,50,50,1.0,0.1098,23,0.1,801760.SI,23.009848965864954,23.90362003146782
rolling_48m,2021-08-31,valid,50,50,1.0,0.13456,21,0.12,801030.SI,23.251129508689026,24.13395804143994
rolling_48m,2021-09-30,valid,50,50,1.0,0.12266000000000002,23,0.12,801030.SI,23.08791566762087,24.01105912587564
rolling_48m,2021-10-29,valid,50,50,1.0,0.12668,24,0.1,801030.SI,23.118212939413922,24.13762868608945
rolling_48m,2021-11-30,valid,50,50,1.0,0.12547000000000003,23,0.14,801030.SI,23.388656053660984,24.152374952126163
rolling_48m,2021-12-31,valid,50,50,1.0,0.12251000000000001,24,0.1,801730.SI,23.353851655384325,24.09093398334796
rolling_48m,2022-01-28,valid,50,50,1.0,0.10607000000000001,24,0.08,801180.SI,23.129343298401874,23.883738191094732
rolling_48m,2022-02-28,valid,50,50,1.0,0.11419999999999998,23,0.14,801150.SI,23.10629468298274,23.97321922303605
rolling_48m,2022-03-31,valid,50,50,1.0,0.10984000000000001,21,0.18,801150.SI,23.056541665214134,23.783819888145228
rolling_48m,2022-04-29,valid,50,50,1.0,0.12009,23,0.12,801150.SI,22.937170807882605,23.872349806053318
rolling_48m,2022-05-31,valid,50,50,1.0,0.11853,22,0.12,801180.SI,22.95952372788143,23.983433167341865
rolling_48m,2022-06-30,valid,50,50,1.0,0.12446,21,0.22,801150.SI,23.144358298697203,24.163629710179013
rolling_48m,2022-07-29,valid,50,50,1.0,0.11371,22,0.14,801150.SI,22.998888091210574,24.090793056290867
rolling_48m,2022-08-31,valid,50,50,1.0,0.1198,23,0.16,801150.SI,23.06630830012383,23.980509850508675
rolling_48m,2022-09-30,valid,50,50,1.0,0.11797000000000002,23,0.16,801150.SI,23.147383086124066,23.774132964524167
rolling_48m,2022-10-31,valid,50,50,1.0,0.11441000000000001,24,0.2,801150.SI,23.170847345597156,23.886992141758718
rolling_48m,2022-11-30,valid,50,50,1.0,0.10389000000000001,22,0.18,801150.SI,23.12222274384527,23.803208780345276
